roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,with_milk,acidity
"San Rafael, California","Santa Ana Department, El Salvador",Medium,50/68,$24.00/8 ounces,September 2020,9,8,8,9,8,NA,NA
"Emeryville, California","Antigua growing region, Guatemala",Medium-Light,52/70,$18.25/12 ounces,September 2020,9,8,8,9,8,NA,NA
"Oakland, California","Bella Vista, Chiapas, Mexico",Medium-Light,54/68,$16.00/12 ounces,September 2020,8,8,9,9,8,NA,NA
"Hong Kong, China","Chaguites, Honduras",Light,62/80,$25.00/6 ounces,September 2020,9,8,8,9,8,NA,NA
"Floyd, Virginia","Alotepec-Metapan region, El Salvador",Light,62/80,$22.99/12 ounces,September 2020,9,8,8,9,8,NA,NA
"San Diego, California","Tecapa Chinameca growing region, El Salvador",Medium-Light,56/72,$18.00/12 ounces,September 2020,9,9,8,9,8,NA,NA
"Denver, Colorado","Huehuetenango Department, Guatemala",Medium-Light,60/76,$21.00/12 ounces,September 2020,9,9,8,9,8,NA,NA
"Douliou City, Taiwan","Antigua growing region, Guatemala",Medium-Light,55/71,NT $400/220 grams,September 2020,9,8,9,9,8,NA,NA
"San Francisco, California","Las Flores, Honduras",Medium-Light,58/78,$20.00/8 ounces,September 2020,9,9,8,9,8,NA,NA
"Yilan, Taiwan","Santa Barbara, Honduras",Medium-Light,58/74,NT $330/200 grams,September 2020,9,8,9,9,8,NA,NA
"Miami, Florida","Santa Barbara, Honduras",Medium-Light,58/76,$21.00/12 ounces,September 2020,8,8,9,9,8,NA,NA
"Kaohsiung City, Taiwan","Tarrazu growing region, Costa Rica",Medium-Light,60/76,NT $500/227 grams,September 2020,9,8,8,9,8,NA,NA
"Minneapolis, Minnesota","Illubabor Zone, Oromia Region, Ethiopia",Medium-Light,58/72,$24.95/12 ounces,September 2020,9,9,9,9,9,NA,NA
"Chia-Yi, Taiwan",Colombia; Guatemala; Ethiopia,Medium-Light,54/70,NT $260/8 ounces,September 2020,9,NA,9,9,8,9,NA
"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Light,62/80,$24.95/12 ounces,September 2020,9,9,8,9,8,NA,NA
"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Medium-Light,52/70,NT $200/8 ounces,September 2020,9,NA,8,9,8,9,NA
"Chia-Yi, Taiwan",Ethiopia; Nicaragua; Guatemala,Medium,47/62,NT $330/16 ounces,September 2020,9,NA,8,8,9,8,NA
"Taipei, Taiwan","Guji Zone, southern Ethiopia",Medium-Light,60/76,NT $500/8 ounces,September 2020,9,9,8,9,8,NA,NA
"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Medium,52/68,$16.95/12 ounces,September 2020,9,8,8,9,8,NA,NA
"Taipei, Taiwan","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,58/78,NT $450/225 grams,September 2020,9,9,9,9,8,NA,NA
"Taipei, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,56/70,NT $700/230 grams,September 2020,9,8,9,9,8,NA,NA
"Salem, Massachusetts","Santa Maria de Dota, Costa Rica",Medium-Light,60/76,$18.00/12 ounces,September 2020,9,8,9,9,8,NA,NA
"Bonney Lake, Washington","Purosa Village, Eastern Highlands, Papua New Guinea",Medium-Light,54/72,$20.00/16 ounces,September 2020,9,8,8,9,8,NA,NA
"Henderson, Nevada","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/76,$22.00/12 ounces,September 2020,9,9,9,9,8,NA,NA
"Henderson, Nevada","Nyeri growing region, south-central Kenya",Medium-Light,58/76,$24.00/12 ounces,September 2020,9,9,9,9,8,NA,NA
"Johns Creek, Georgia","Tolima, Colombia",Medium-Light,60/76,$24.99/10 ounces,August 2020,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,56/74,$21.00/12 ounces,August 2020,9,9,9,9,9,NA,NA
"Madison, Wisconsin","Sevilla, San Augustin, Huila, Colombia",Medium-Light,58/78,$22.00/12 ounces,August 2020,9,9,9,9,9,NA,NA
"Truckee, California","Murang'a County, central Kenya",Medium-Light,55/73,$21.00/12 ounces,August 2020,9,9,9,9,8,NA,NA
"Floyd, Virginia",Ethiopia,Medium-Light,58/80,$18.49/12 ounces,August 2020,9,NA,9,9,8,9,NA
"Sacramento, California","Embu, Kenya",Medium-Light,58/78,$23.50/12 ounces,August 2020,9,9,9,9,8,NA,NA
"Manlius, New York","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,60/78,$15.00/12 ounces,August 2020,9,9,8,9,8,NA,NA
"Floyd, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,64/92,$18.99/12 ounces,August 2020,9,9,9,9,8,NA,NA
"Manlius, New York","Cajamarca, Peru",Medium-Light,54/72,$15.00/12 ounces,August 2020,9,8,9,9,8,NA,NA
"Floyd, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,62/88,$18.49/12 ounces,August 2020,9,9,9,9,8,NA,NA
"Calgary, Alberta, Canada",Rwanda,Medium-Light,50/76,$17.00/12 ounces,August 2020,8,8,8,8,8,NA,NA
"Calgary, Alberta, Canada",Guatemala,Medium,46/70,$17.00/12 ounces,August 2020,7,7,7,8,7,NA,NA
"Minneapolis, Minnesota",Peru,Medium-Light,50/72,$16.99/14 ounces,August 2020,9,8,8,9,8,NA,NA
"Minneapolis, Minnesota","Aceh, Sumatra, Indonesia",Medium,44/60,$16.99/14 ounces,August 2020,8,8,8,9,8,NA,NA
"Minneapolis, Minnesota","Chiapas, Mexico",Medium-Light,54/70,$16.99/14 ounces,August 2020,8,8,8,8,8,NA,NA
"Caotun, Nantou, Taiwan",Not disclosed,Medium,50/67,NT $650/455 grams,August 2020,9,NA,8,9,8,9,NA
"Spokane, Washington","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,60/76,$16.00/12 ounces,August 2020,9,9,9,9,9,NA,NA
"Spokane, Washington","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,58/74,$16.00/12 ounces,August 2020,9,8,9,9,8,NA,NA
"Spokane, Washington","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,54/72,$16.00/12 ounces,August 2020,8,8,8,9,8,NA,NA
"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,58/78,NT $400/8 ounces,August 2020,9,9,9,10,9,NA,NA
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/76,NT $290/8 ounces,August 2020,9,9,9,9,8,NA,NA
"Viroqua, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Light,62/80,$20.00/12 ounces,August 2020,9,9,9,9,8,NA,NA
"Viroqua, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/76,$18.00/12 ounces,August 2020,9,8,9,9,8,NA,NA
"Viroqua, Wisconsin",Ethiopia; Peru,Medium-Light,54/72,$18.00/12 ounces,August 2020,9,8,8,9,8,NA,NA
"Viroqua, Wisconsin","Worka Chelbessa, Gedeb, Ethiopia",Medium-Light,56/70,$20.00/12 ounces,August 2020,9,8,8,9,7,NA,NA
"Kihei, Maui, Hawaii","Wood Valley, Ka’u, Big Island of Hawai’i",Medium-Light,58/78,$50.00/12 ounces,August 2020,9,9,9,9,8,NA,NA
"Kihei, Maui, Hawai'i","Wood Valley, Ka’u, Big Island of Hawai’i",Medium-Light,55/77,$47.00/12 ounces,August 2020,9,8,9,9,8,NA,NA
"Hsinchu, Taiwan",Brazil; Guatemala; Indonesia,Medium,47/64,NT $550/450 grams,August 2020,7,7,8,8,7,NA,NA
"Eugene, Oregon","Sidama growing region, southern Ethiopia",Medium-Light,60/74,$24.00/16 ounces,August 2020,9,9,9,9,9,NA,NA
"Renton, Washington","Ngozi Province, Burundi",Medium-Light,60/76,$20.00/12 ounces,August 2020,9,9,9,9,9,NA,NA
"Jackson, Mississippi","Suaza, Huila, Colombia",Medium-Light,60/76,$16.50/12 ounces,August 2020,9,9,9,9,8,NA,NA
"Des Moines, Iowa","Jimma Zone, Oromia State, Ethiopia",Light,66/85,$14.00/12 ounces,August 2020,9,8,9,9,8,NA,NA
"Washington, D.C.","Dipilto, Nicaragua",Medium-Light,60/79,$15.00/8 ounces,August 2020,9,9,9,9,8,NA,NA
"Harrisonburg, Virginia","Agaro Gera, Jimma Zone, Oromia Region, Ethiopia",Light,67/96,$15.99/12 ounces,August 2020,8,9,9,9,9,NA,NA
"Atlanta, Georgia","Guji Zone, Oromia Region, Southern Ethiopia",Light,64/83,$18.00/12 ounces,August 2020,9,9,9,9,8,NA,NA
"Pahala, Hawai'i","Ka'u growing district, ""Big Island"" of Hawai’i",Medium,53/68,$19.00/7 ounces,August 2020,9,9,8,9,8,NA,NA
"Berkeley, California","Kisii, southwestern Kenya",Medium-Light,58/72,$15.95/12 ounces,August 2020,9,8,8,9,8,NA,NA
"Oakland, California","Mbeya, Tanzania",Medium,46/62,$19.00/12 ounces,August 2020,8,8,9,9,8,NA,NA
"Roanoke, Virginia","Bungoma region, western Kenya",Medium,47/61,$19.00/12 ounces,August 2020,8,9,8,9,8,NA,NA
"Washington, D.C.","Thiotte, Haiti",Medium-Light,54/68,$15.00/8 ounces,August 2020,8,7,8,9,8,NA,NA
"Baltimore, Maryland","Sumatra, Indonesia",Medium-Light,56/70,$18.00/12 ounces,August 2020,9,8,9,9,8,NA,NA
"Memphis, Tennessee","Huila, Colombia",Light,61/86,$23.00/6 ounces,August 2020,9,8,8,9,8,NA,NA
"Minneapolis, Minnesota","Biollet, Costa Rica",Medium-Light,54/72,$19.98/4 ounces,August 2020,9,9,8,9,8,NA,NA
"Crystal Lake, Illinois","Antigua, Guatemala",Medium-Light,58/74,$19.00/12 ounces,August 2020,9,9,9,9,8,NA,NA
"Thermopolis, Wyoming","Yirgacheffe growing region, southern Ethiopia",Medium-Light,54/70,$14.00/12 ounces,August 2020,9,9,9,9,8,NA,NA
"Thermopolis, Wyoming","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,52/70,$14.00/12 ounces,August 2020,8,7,9,8,8,NA,NA
"Minneapolis, Minnesota","Volcano, Puna District, Big Island of Hawai’i",Light,64/80,$29.95/4 ounces,August 2020,9,9,9,9,9,NA,NA
"Minneapolis, Minnesota","Nueva Segovia, Nicaragua",Light,62/80,$19.95/6 ounces,August 2020,9,9,9,9,8,NA,NA
"Minneapolis, Minnesota","Tolima, Colombia",Light,62/82,$19.98/4 ounces,August 2020,9,9,9,9,8,NA,NA
"Taipei, Taiwan",Indonesia; Costa Rica; Brazil,Medium,50/64,NT $520/250 grams,August 2020,8,NA,9,9,8,9,NA
"Minneapolis, Minnesota","Isla Santa Cruz and Isla San Cristóbal, Galapagos Islands, Ecuador",Medium-Light,62/78,$19.95/4 ounces,August 2020,8,8,9,9,8,NA,NA
"Minneapolis, Minnesota","KwaZulu-Natal province, South Africa",Medium-Light,54/70,$19.95/2 ounces,August 2020,9,8,8,9,8,NA,NA
"Taipei, Taiwan",Ethiopia; Colombia; Guatemala,Medium,47/61,NT $475/250 grams,August 2020,9,NA,8,9,8,9,NA
"Douliou City, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,59/77,NT $400/222 grams,August 2020,9,8,9,9,8,NA,NA
"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,62/80,NT $400/8 ounces,August 2020,9,9,9,9,8,NA,NA
"Douliou City, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,59/77,NT $400/220 grams,August 2020,9,9,8,9,8,NA,NA
"Kaohsiung City, Taiwan","Kirinyaga District, south-central Kenya",Medium-Light,60/78,NT $600/8 ounces,August 2020,9,9,9,9,9,NA,NA
"Kaohsiung City, Taiwan","Antioquia Department, northwest Colombia",Medium-Light,62/76,NT $700/8 ounces,August 2020,9,9,9,9,8,NA,NA
"Milwaukee, Wisconsin","Odo Shakiso District, Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,52/70,$18.00/12 ounces,August 2020,9,9,8,9,8,NA,NA
"Tijuana, Mexico","Tlaltetela, Veracruz, Mexico",Medium-Light,58/74,$17.00/150 grams,August 2020,9,9,8,9,8,NA,NA
"Milwaukee, Wisconsin","Agaro Gera, Jimma Zone, Oromia Region, Ethiopia",Medium-Light,54/68,$20.00/12 ounces,August 2020,8,8,8,8,8,NA,NA
"Salem, Massachusetts","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,60/74,$18.00/12 ounces,July 2020,9,8,9,9,8,NA,NA
"Hoover, Alabama",Yemen,Medium-Light,54/70,$25.00/8 ounces,July 2020,9,8,9,9,8,NA,NA
"Hoover, Alabama",Ethiopia; Yemen,Medium-Light,58/72,$18.00/12 ounces,July 2020,9,8,9,8,8,NA,NA
"Hoover, Alabama","Yunnan Province, China",Medium-Light,54/70,$15.00/12 ounces,July 2020,8,8,8,9,8,NA,NA
"Kaohsiung, Taiwan",Colombia; Ethiopia; Kenya,Medium,43/59,NT $350/227 grams,July 2020,8,NA,8,8,8,9,NA
"Bozeman, Montana",El Salvador; Ethiopia; Colombia,Medium,48/62,$15.95/12 ounces,July 2020,8,NA,8,8,8,9,NA
"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,58/76,$21.00/12 ounces,July 2020,9,NA,9,9,9,10,NA
"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,58/76,$21.00/12 ounces,July 2020,9,9,9,9,9,NA,NA
"Denver, Colorado","Acevedo, Huila Department, Colombia",Medium-Light,56/72,$19.00/12 ounces,July 2020,9,9,9,9,8,NA,NA
"Crystal Lake, Illinois","South Kivu Province, the Democratic Republic of the Congo",Medium-Light,58/76,$21.00/12 ounces,July 2020,9,9,9,9,8,NA,NA
"Charlotte, North Carolina","Nariño, Colombia",Medium-Light,60/76,$18.00/12 ounces,July 2020,9,9,8,9,8,NA,NA
"Bigfork, Montana",Not disclosed,Medium,45/63,$11.50/12 ounces,July 2020,8,NA,8,9,7,9,NA
"Madison, Wisconsin","Planadas, Tolima Department, Colombia",Medium-Light,59/77,$21.00/12 ounces,July 2020,9,9,9,9,9,NA,NA
"Minneapolis, Minnesota","Chalatenango, El Salvador",Medium-Light,58/74,$16.95/6 ounces,July 2020,9,9,9,9,8,NA,NA
"San Diego, California","Huila Department, Colombia",Medium-Light,60/76,$28.00/12 ounces,July 2020,9,9,8,9,8,NA,NA
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,58/76,NT $275/8 ounces,July 2020,9,9,9,9,9,NA,NA
"Chia-Yi, Taiwan","Alishan, Chaiyi, Taiwan",Medium-Light,56/72,"NT $1,000/4 ounces",July 2020,9,9,9,9,8,NA,NA
"Roanoke, Virginia and Floyd, Virginia",Ethiopia; Democratic Republic of the Congo,Medium-Light,54/72,$20.00/12 ounces,July 2020,9,9,9,9,8,NA,NA
"Durango, Colorado",Central Rwanda,Medium-Light,56/72,$16.95/12 ounces,July 2020,9,8,9,9,8,NA,NA
"Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,58/76,$18.25/12 ounces,July 2020,9,9,8,9,8,NA,NA
"Bozeman, Montana","Ahuachapan, El Salvador",Medium,50/67,$17.95/12 ounces,July 2020,8,8,9,9,8,NA,NA
"Bozeman, Montana","San Jose, La Paz, Honduras",Medium,50/67,$15.95/12 ounces,July 2020,8,8,8,8,8,NA,NA
"Bozeman, Montana",Brazil; Costa Rica,Medium,45/60,$15.95/12 ounces,July 2020,8,8,8,8,8,NA,NA
"Denver, Colorado","Guji Zone, Oromia region, southern Ethiopia",NA,0/0,$3.99/8-ounce can,July 2020,NA,9,9,9,9,8,NA
"San Francisco, California","Nyeri growing region, south-central Kenya",NA,0/0,$4.00/can,July 2020,NA,9,8,9,9,9,NA
"Grove City, Pennsylvania","Yirgacheffe growing region, southern Ethiopia",NA,0/0,$4.50/12 ounces,July 2020,NA,9,9,9,8,8,NA
"Carbondale, Colorado","Jimma Zone, Oromia State, Ethiopia",NA,0/0,$18.99/50 ounces,July 2020,NA,9,9,9,8,9,NA
"Los Angeles, California",Ethiopia,NA,0/0,$20.00/Four 12-ounce bottles,July 2020,NA,8,9,9,8,9,NA
"Martinez, California",Colombia; Guatemala,NA,0/0,$4.00/12-ounce bottle; $20.00/6-pack,July 2020,NA,8,9,9,8,9,NA
"Portland, Oregon","Guji Zone, Oromia region, southern Ethiopia",NA,0/0,$4.59/10.5-ounce bottle,July 2020,NA,9,8,9,8,9,NA
"Tulsa, Oklahoma",El Salvador; Brazil,NA,0/0,$13.99/Four 8.4-ounce cans,July 2020,NA,8,9,9,8,9,NA
"Yilan, Taiwan","Ipanema, Brazil",NA,0/0,NT $200/150 ml. bottle,July 2020,NA,9,9,9,9,8,NA
"San Rafael, California",Sumatra; Kenya; Colombia,NA,0/0,$46.50/12 9.5-ounce cans,July 2020,NA,8,8,9,8,9,NA
"Charlotte, North Carolina",Brazil; Uganda; Colombia; El Salvador; Ethiopia,NA,0/0,$18.00/4-12-ounce bottles; 32 ounces/$12; 64-ounces/$20.00,July 2020,NA,8,8,9,8,9,NA
"Jersey City, New Jersey",Brazil; Bali; Ethiopia,NA,0/0,$3.00/sachet (plus one donated),July 2020,8,8,8,8,8,NA,NA
"Champaign, Illinois","Bita Genet District, Keffa Zone, southwestern Ethiopia",Medium-Light,56/72,$15.00/20 ounces (2 types),July 2020,9,8,9,9,8,NA,NA
"Douliou City, Taiwan","Tobosi, Cartago Province, Costa Rica",Medium-Light,52/70,NT $450/220 grams,July 2020,9,9,9,9,8,NA,NA
"Douliou City, Taiwan",Brazil; Guatemala; Ethiopia; Indonesia,Medium,45/60,NT $300/220 grams,July 2020,8,NA,8,8,8,8,NA
"Jersey City, New Jersey","Valle del Cauca growing region, Colombia",Light,62/80,$30.00/6 ounces,June 2020,9,9,9,9,8,NA,NA
"Jersey City, New Jersey","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/76,$25.00/12 ounces,June 2020,9,9,9,9,8,NA,NA
"Captain Cook, Hawaii","North Kona growing district, “Big Island” of Hawaii",Medium-Light,58/76,$38.00/8 ounces,June 2020,9,9,9,10,8,NA,NA
"Sacramento, California","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium,52/68,$21.00/12 ounces,June 2020,9,9,9,9,8,NA,NA
"Billings, Montana","Aceh Province, Sumatra, Indonesia",Medium-Light,58/74,$21.00/12 ounces,June 2020,9,9,9,9,8,NA,NA
"Berkeley, California",Brazil; Colombia; Ethiopia,Medium,52/68,$16.00/12 ounces,June 2020,9,8,9,9,8,NA,NA
"Billings, Montana","Nariño Department, southern Colombia",Medium-Light,54/72,$17.00/12 ounces,June 2020,9,9,8,9,8,NA,NA
"Santa Rosa Beach, Florida","Huabal, Peru",Medium-Light,58/74,$20.00/12 ounces,June 2020,9,NA,8,9,9,8,NA
"Chia-Yi, Taiwan",Ethiopia; Nicaragua,Medium,50/68,NT $225/8 ounces,June 2020,9,NA,8,9,8,9,NA
"Berkeley, California",El Salvador; Peru,Medium,50/64,$13.50/12 ounces,June 2020,9,8,8,9,8,NA,NA
"Sacramento, California","El Diamante, Jaén, Peru",Medium,47/63,$19.00/12 ounces,June 2020,9,NA,8,8,8,9,NA
"Berkeley, California",Brazil; Costa Rica,Medium,45/61,$10.00/12 ounces,June 2020,8,8,8,8,8,NA,NA
"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium,52/68,$18.95/4 ounces,June 2020,9,9,9,9,8,NA,NA
"Henderson, Nevada","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/76,$20.00/12 ounces,June 2020,9,9,9,9,8,NA,NA
"Martinez, California","Paéz, Cauca Department, Colombia",Medium-Light,60/78,$12.00/8 ounces,June 2020,9,9,9,9,8,NA,NA
"Minneapolis, Minnesota","Pantan Musara, Gayo, Sumatra, Indonesia",Medium-Light,54/72,$24.95/12 ounces,June 2020,9,9,9,9,8,NA,NA
"Chia-Yi, Taiwan","Aceh Province, Sumatra, Indonesia",Medium-Light,56/74,NT $225/8 ounces,June 2020,9,9,9,9,8,NA,NA
"Martinez, California","Huehuetenango, Guatemala",Medium-Light,59/77,$12.00/8 ounces,June 2020,8,8,9,9,8,NA,NA
"Chia-Yi, Taiwan","Alishan, Chia-Yi City, Taiwan",Medium-Light,54/72,NT $400/4 ounces,June 2020,9,8,8,9,8,NA,NA
"Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,56/74,$18.75/12 ounces,June 2020,9,NA,9,9,9,10,NA
"Madison, Wisconsin","Inza, Cauca Department, Colombia",Medium-Light,58/78,$18.00/12 ounces,June 2020,9,9,9,9,9,NA,NA
"Madison, Wisconsin","Antigua growing region, Guatemala",Medium-Light,56/74,$17.00/12 ounces,June 2020,9,8,9,9,8,NA,NA
"London, England","Boquete growing region, western Panama",NA,0/0,£50.00/10 capsules,June 2020,9,NA,8,9,9,9,NA
"San Diego, California","Nariño, Colombia",Medium-Light,53/70,$19.00/12 ounces,June 2020,9,8,9,9,8,NA,NA
"Keelung, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium,50/66,NT $600/227 grams,June 2020,9,8,8,9,8,NA,NA
"Taipei, Taiwan",Kenya,Medium-Light,60/76,NT $400/8 ounces,June 2020,9,9,8,9,8,NA,NA
"Mountain View, Hawai'i","Ka’u growing region, Big Island of Hawai'i",Medium-Light,54/68,$35.00/10 ounces,June 2020,9,9,9,9,8,NA,NA
"Mountain View, Hawai'i","Ka’u growing region, Big Island of Hawai'i",Medium-Light,52/70,$30.00/10 ounces,June 2020,9,8,9,9,8,NA,NA
"Pahala, Hawaii","Kona growing region, Big Island of Hawai'i",Medium,52/68,$35.00/7 ounces,June 2020,9,8,9,9,8,NA,NA
"Minneapolis, Minnesota","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,58/74,$22.95/12 ounces,June 2020,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Jambi Province, Sumatra, Indonesia",Medium-Light,58/78,$17.80/12 ounces,June 2020,9,9,9,9,8,NA,NA
"Charlotte, North Carolina","Huehuetenango, Guatemala",Medium,52/68,$19.00/12 ounces,June 2020,9,8,9,9,8,NA,NA
"Charlotte, North Carolina",Guatemala; Ethiopia,Medium-Light,52/70,$17.50/12 ounces,June 2020,9,8,8,9,8,NA,NA
"Captain Cook, Hawaii","North Kona growing district, “Big Island” of Hawaii",Medium,52/68,$30.00/8 ounces,June 2020,9,8,8,9,8,NA,NA
"Temecula, California","Bali, Indonesia",Medium,44/58,$14.99/12 ounces,June 2020,7,7,7,7,7,NA,NA
"Yilan, Taiwan","Embu County, Kenya",Medium-Light,58/74,NT $580/200 grams,June 2020,9,9,9,10,9,NA,NA
"Burlington, Washington",Ethiopia; Guatemala,Medium-Light,53/71,$16.00/12 ounces,June 2020,8,8,9,9,8,NA,NA
"Chia-Yi, Taiwan","Huila, Colombia",Medium-Light,56/72,NT $225/4 ounces,June 2020,9,8,8,9,8,NA,NA
"Minneapolis, Minnesota","Biollet, Costa Rica",Light,62/80,$19.95/12 ounces,June 2020,9,8,8,9,9,NA,NA
"Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,60/78,$18.75/12 ounces,June 2020,9,8,9,9,8,NA,NA
"Captain Cook, Hawaii","North Kona growing district, “Big Island” of Hawaii",Medium-Light,56/72,$33.00/8 ounces,June 2020,9,8,9,9,8,NA,NA
"Captain Cook, Hawaii","Captain Cook, North Kona growing district, “Big Island” of Hawaii",Medium,52/68,$33.00/8 ounces,June 2020,9,8,8,9,8,NA,NA
"Denver, Colorado","Caranavi, Bolivia",Medium-Light,60/77,$20.00/12 ounces,May 2020,9,8,9,9,8,NA,NA
"Sacramento, California",Brazil; Colombia; Rwanda; Democratic Republic of the Congo,Medium,52/67,$17.50/12 ounces,May 2020,9,8,8,9,8,NA,NA
"Shanghai, China","Guatemala; Colombia; Brazil; Ethiopia; Yunnan, China",Medium,44/60,NA,May 2020,9,NA,8,8,7,9,NA
"Minneapolis, Minnesota","Pitalito, Huila Department, Colombia",Light,62/80,$24.95/12 ounces,May 2020,9,9,9,9,8,NA,NA
"Minneapolis, Minnesota","Ka’u growing region, Big Island of Hawai’i",Medium-Light,58/74,$19.95/4 ounces,May 2020,9,8,9,9,8,NA,NA
"Pittsburgh, Pennsylvania","Bhirkune Village, Nuwakot District, Nepal",Medium-Light,60/76,$24.00/12 ounces,May 2020,9,8,8,9,8,NA,NA
"Kailua-Kona, Hawai'i","South Kona growing region, Hawai’i",Medium,52/68,$36.00/12 ounces,May 2020,8,8,9,9,8,NA,NA
"Kailua-Kona, Hawai'i","Kona growing region, Big Island of Hawai’i",Medium,46/62,$36.00/12 ounces,May 2020,8,8,8,9,8,NA,NA
"Fort Bragg, California",Sumatra; Ethiopia,Medium,52/68,$14.50/12 ounces,May 2020,9,9,9,10,9,NA,NA
"Floyd, Virginia","idamo (also Sidama) growing region, southern Ethiopia",Medium-Light,60/78,$20.99/12 ounces,May 2020,9,9,9,10,9,NA,NA
"Austin, Texas","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,56/74,$19.00/12 ounces,May 2020,9,9,9,10,8,NA,NA
"Chia-Yi, Taiwan","Bungoma, Kenya",Medium-Light,56/72,NT $300/8 ounces,May 2020,9,9,9,9,9,NA,NA
"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,58/80,$45.95/8 ounces (currently on sale for $36.76),May 2020,9,9,9,9,8,NA,NA
"Los Angeles, California","Boquete, Panama",Medium-Light,58/78,$34.95/6 ounces,May 2020,9,9,9,9,8,NA,NA
"Seattle, Washington","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,52/72,$18.00/12 ounces,May 2020,9,8,9,9,8,NA,NA
"Jersey City, New Jersey","Valle del Cauca growing region, Colombia",Medium-Light,55/73,$30.00/6 ounces,May 2020,8,9,9,9,8,NA,NA
"Minneapolis, Minnesota","Pinchincha, Ecuador",Medium-Light,60/78,$29.95/12 ounces,May 2020,9,9,9,9,8,NA,NA
"San Diego, California","Yirgacheffe growing region, southern Ethiopia",Medium,52/68,$18.00/12 ounces,May 2020,9,9,9,9,8,NA,NA
"Hong Kong, China","Bench-Maji Zone, southern Ethiopia",Medium-Light,58/74,$30.00/8 ounces,May 2020,9,9,9,9,8,NA,NA
"Brooklyn, New York","South Kivu, Democratic Republic of the Congo",Medium-Light,56/72,$20.00/12 ounces,May 2020,9,8,9,9,8,NA,NA
"Durango, Colorado","Valle de Cauca, Colombia",Medium-Light,56/76,$19.95/12 ounces,May 2020,9,8,9,9,8,NA,NA
"Charlotte, North Carolina",Papua New Guinea; Costa Rica,Medium-Light,54/72,$15.00/12 ounces; $35.00/2 pounds,May 2020,9,8,9,9,8,NA,NA
"Sacramento, California","Namasheke District, Western Province, Rwanda",Medium-Light,60/78,$19.00/12 ounces,May 2020,9,8,9,9,8,NA,NA
"Carlsbad, California","Cauca, Colombia",Medium-Light,58/74,$29.00/12 ounces,May 2020,9,9,9,9,8,NA,NA
"Carlsbad, California","Huila, Colombia",Medium-Light,57/73,$29.00/12 ounces,May 2020,9,9,9,9,8,NA,NA
"Floyd, Virginia",Nicaragua; Colombia; East Timor,Medium,46/64,$13.99/12 ounces ($79.00/5 pounds),April 2020,9,9,9,9,8,NA,NA
"Johns Creek, Georgia",Colombia,Medium,46/62,$14.99/12 ounces,April 2020,9,8,9,8,7,NA,NA
"Spokane, Washington","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,59/77,$17.00/12 ounces,April 2020,9,8,9,9,8,NA,NA
