names,brand,score,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,review_text,url,with_milk,acidity
Temple Coffee Roasters,Capital Cold Brew,92,"Sacramento, California",Brazil; Colombia; Rwanda; Democratic Republic of the Congo,Medium,52/67,$17.50/12 ounces,May 2020,9,8,8,9,8," Temple Coffee Roasters  -  Blind Assessment: Richly sweet, caramel-toned. Dark caramel, lemon zest, cedar, hazelnut, lily in aroma and cup. Sweet-toned structure with savory underpinnings; full velvety mouthfeel. Crisp, bittersweet finish with caramel notes throughout, hazelnut in the short, cedar in the long.  -  Notes: A blend of coffees from Brazil, Colombia, Rwanda and the Democratic Republic of the Congo designed for making cold-brewed coffee at home. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.  -  The Bottom Line: A roundly refreshing blend designed for homemade cold-brew: caramelly, floral and citrusy.  - ",https://www.coffeereview.com/review/capital-cold-brew/,NA,NA
Yum China,Koffee Kool 001 (KK001),91,"Shanghai, China","Guatemala; Colombia; Brazil; Ethiopia; Yunnan, China",Medium,44/60,NA,May 2020,9,NA,8,8,7," Yum China  -  Blind Assessment: Evaluated as espresso. Rich-toned, floral. Dark chocolate, black cherry, gently scorched cedar, molasses, magnolia-like flowers in aroma and small cup. Full, satiny mouthfeel; the crisp finish centers on notes of molasses and scorched cedar. Especially chocolaty in three parts milk, with pretty floral tones and undercurrents of smoky cedar.  -  Notes: Koffee Kool 001 (KK001) is the first proprietary blend recipe developed and owned by KFC China. The blend brings together seven different grades of washed and natural Arabica coffees from five different origins. It is offered freshly ground and brewed as espresso, Americano and other espresso- based drinks at all KFC locations. KFC is the leading quick service restaurant brand in China in terms of number of restaurants, having grown to over 6,700 locations in over 1,300 cities across China.  -  The Bottom Line: A deftly darker-roasted coffee characterized by notes of dark chocolate and sweet florals balanced by sweetly smoky cedar tones.  - ",https://www.coffeereview.com/review/koffee-kool-001-kk001/,9,NA
Paradise Roasters,Colombia Finca Lord Baltimore Papayo,94,"Minneapolis, Minnesota","Pitalito, Huila Department, Colombia",Light,62/80,$24.95/12 ounces,May 2020,9,9,9,9,8," Paradise Roasters  -  Blind Assessment: Floral, citrusy, delicate yet deeply sweet. Honeysuckle, blood orange, sugar cane, nougat, cocoa nib in aroma and cup. Sweetly tart structure with high-toned, juicy acidity; plush, lively mouthfeel. The crisp finish centers around notes of honeysuckle, blood orange and cocoa nib.  -  Notes: Produced by Deiro Garcia in Colombia at Finca Lord Baltimore entirely of the Ethiopia landrace Papayo variety, and fermented in the whole fruit inside a hermetically sealed vessel, making it one version of what the coffee industry has come to call “anaerobic” or limited-oxygen processing. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.  -  The Bottom Line: A bright, richly aromatic Colombia cup from a rare tree variety worth seeking out: intricately balanced, exceptionally high-toned, both rich and delicate.  - ",https://www.coffeereview.com/review/colombia-finca-lord-baltimore-papayo/,NA,NA
Paradise Roasters,Hawai’i Ka’u Typica Anaerobic Washed,93,"Minneapolis, Minnesota","Ka’u growing region, Big Island of Hawai’i",Medium-Light,58/74,$19.95/4 ounces,May 2020,9,8,9,9,8," Paradise Roasters  -  Blind Assessment: Rich-toned, sweet-savory. Lychee, hop flowers, honey, cedar, cocoa nib in aroma and cup. Sweet-savory structure with crisp, juicy acidity; full, syrupy mouthfeel. Very sweet finish with notes of bittersweet florals akin to hops.  -  Notes: Ka’u is a now well-established Hawai’i coffee-growing district centered approximately thirty miles southeast of the famous Kona region. This coffee comes from trees of the traditional Typica variety and was wet-processed, with the fermentation step accomplished in a hermetically sealed vessel, making it a version of what the coffee industry has come to call “anaerobic” or limited-oxygen processing. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.  -  The Bottom Line: Innovative processing helps develop a complex, multi-layered version of the traditional Hawai’i Typica cup: rich, resonant, deeply sweet with savory undertones.  - ",https://www.coffeereview.com/review/hawaii-kau-typica-anaerobic-washed/,NA,NA
Press House Coffee,Lekali Estate Reserve Nepal,92,"Pittsburgh, Pennsylvania","Bhirkune Village, Nuwakot District, Nepal",Medium-Light,60/76,$24.00/12 ounces,May 2020,9,8,8,9,8," Press House Coffee  -  Blind Assessment: Delicate, balanced, sweet-toned. Plum, fresh-cut fir, hazelnut, baking chocolate, a hint of cardamom in aroma and cup. Crisply sweet structure with brisk acidity; satiny-smooth mouthfeel. Quiet, nut-toned finish.  -  Notes: Produced by Nima Tenzing Sherpa at Lekali Coffee Estate and processed by the wet, or washed, method. Press House ships freshly roasted specialty coffees to the customer’s door within 72 hours of roasting for peak freshness. The company refines the profile of every roast it offers through experimentation and discovery. Visit www.presshousecoffee.com for more information.  -  The Bottom Line: A solid coffee from Nepal, worth seeking out for its unusual origin and its sweetness and balance.  - ",https://www.coffeereview.com/review/lekali-estate-reserve-nepal/,NA,NA
Kona Roasted,"Gary & Valerie, Kona",92,"Kailua-Kona, Hawai'i","South Kona growing region, Hawai’i",Medium,52/68,$36.00/12 ounces,May 2020,8,8,9,9,8," Kona Roasted  -  Blind Assessment: Richly sweet-toned, floral. Narcissus, baking chocolate, pear, cedar, sugar cane in aroma and cup. Deeply sweet structure with mellow, round acidity; full, syrupy mouthfeel. The finish centers around notes of baking chocolate and almond butter with a hint of narcissus-like flowers throughout.  -  Notes: Produced in Holualoa, Kona from trees of the classic Typica variety of Arabica and processed by the washed method (fruit skin and pulp are removed before drying). Kona Roasted showcases single-origin coffees from exceptional Hawai’i farms and farmers in a variety of growing regions. Visit www.konaroasted.com for more information.  -  The Bottom Line: A pretty, laid-back Kona Typica cup: floral and fruit-driven, balanced, complete.  - ",https://www.coffeereview.com/review/gary-valerie-kona/,NA,NA
Kona Roasted,"Salvador, Kona",91,"Kailua-Kona, Hawai'i","Kona growing region, Big Island of Hawai’i",Medium,46/62,$36.00/12 ounces,May 2020,8,8,8,9,8," Kona Roasted  -  Blind Assessment: Rich-toned, chocolaty. Dark chocolate, black cherry, gently scorched oak, molasses, gardenia in aroma and cup. Sweet in structure with very gentle acidity; crisp, velvety mouthfeel. Richly drying finish, resonant with notes of dark chocolate, gardenia and scorched oak.  -  Notes: Produced in Kona from trees of the Typica variety of Arabica and processed by the washed method (fruit skin and pulp are removed before drying). Kona Roasted showcases single-origin coffees from exceptional Hawai’i farms and farmers in a variety of growing regions. Visit www.konaroasted.com for more information.  -  The Bottom Line: A throughline of gently smoky aromatic wood anchors perfumy florals and rich dark chocolate.  - ",https://www.coffeereview.com/review/salvador-kona/,NA,NA
Thanksgiving Coffee Company,Mocha Java,96,"Fort Bragg, California",Sumatra; Ethiopia,Medium,52/68,$14.50/12 ounces,May 2020,9,9,9,10,9," Thanksgiving Coffee Company  -  Blind Assessment: Deep, intense, sweet-savory, utterly coherent. Intense lavender, black currant, mandarin orange, sandalwood, dark chocolate in aroma and cup. Sweet, tart, savory-bottomed structure with intense, balanced acidity; big, mouth-filling body. The flavor-saturated finish carries over every nuance from the cup.  -  Notes: This exceptional coffee was selected as the No. 17 coffee on Coffee Review’s list of the Top 30 Coffees of 2020.  The coffee tied for the highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. This version of the ancient Mocha-Java blend combines a traditionally processed, wet-hulled Sumatra in place of the original Java and replaces the Yemen Mocha with a similar “natural” or dried-in-the-fruit coffee from Ethiopia. One of the country’s pioneering socially and environmentally progressive roasters, Thanksgiving aimed to combine coffee quality with social and environmental responsibility many years before the latter preoccupations became fashionable. Visit www.thanksgivingcoffee.com or call 800-648-6491 for more information.  -  The Bottom Line: A paradoxically richly savory yet singingly sweet interpretation of the classic Mocha Java blend — complex, nuanced, multi-layered.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/mocha-java-11/,NA,NA
Red Rooster Coffee Roaster,Ethiopia Shantawene Washed,96,"Floyd, Virginia","idamo (also Sidama) growing region, southern Ethiopia",Medium-Light,60/78,$20.99/12 ounces,May 2020,9,9,9,10,9," Red Rooster Coffee Roaster  -  Blind Assessment: Very sweet, high-toned, richly floral. Star jasmine, lemon verbena, pineapple, cocoa nib, frankincense in aroma and cup. Sweetly tart structure with juicy, levitating acidity; delicate but syrupy mouthfeel. Crisp, long, floral-toned finish.  -  Notes: This exceptional coffee was selected as the No. 8 coffee on Coffee Review’s list of the Top 30 Coffees of 2020. The coffee tied for the highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the washed method (fruit skin and pulp are removed before drying). Certified organic. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.  -  The Bottom Line: An exceptional washed-process Sidama cup evoking a garden in spring, vivid with complex sweet-spicy florals. Plus, it’s certified organic.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/ethiopia-shantawene-washed/,NA,NA
Greater Goods Coffee Roasters,Organic Suke Quto Ethiopia,95,"Austin, Texas","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,56/74,$19.00/12 ounces,May 2020,9,9,9,10,8," Greater Goods Coffee Roasters  -  Blind Assessment: Overarchingly sweet, richly savory. Nectarine, sandalwood, marzipan, spearmint, freesia-like flowers in aroma and cup. Deeply sweet structure with a tart, vibrant acidity; nectar-like mouthfeel. Rich-toned finish with marzipan notes lingering into the long.  -  Notes: This exceptional coffee was selected as the No. 16 coffee on Coffee Review’s list of the Top 30 Coffees of 2020.  The coffee tied for the second-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Produced by Ato Tesfaye Bekele and processed by the honey method, which means that the outer skin is removed as it is in the wet or washed process, but at least some of the sticky fruit residue is allowed to dry on the bean. Founded in 2015, the Greater Goods mission is to enrich the lives of coffee-drinkers through passion, creativity, innovation and commitment to the consistency of the specialty coffee the company roasts, and through the local causes supported with its proceeds. Visit greatergoodsroasting.com or call 512-858-2680 for more information.  -  The Bottom Line: Juicy, flamboyantly layered honey-processed Ethiopia coffee with notes of tart stone fruit, rich aromatic wood and undertones of fresh-cut spearmint.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/organic-suke-quto-ethiopia/,NA,NA
Kakalove Cafe,Kenya Tuikit Factory AA,95,"Chia-Yi, Taiwan","Bungoma, Kenya",Medium-Light,56/72,NT $300/8 ounces,May 2020,9,9,9,9,9," Kakalove Cafe  -  Blind Assessment: Paradoxically savory-deep and levitatingly bright. Passion fruit, myrrh, ginseng, wisteria, candycap mushroom in aroma and cup. Balanced sweet-tart-savory structure with lively, engaging acidity. Viscous, almost creamy mouthfeel. Very long, very flavor-saturated, harmonious finish.  -  Notes: This coffee tied for the second-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Comprised of the SL28, SL34 and Ruiru 11 varieties of Arabica. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.  -  The Bottom Line: An achingly complete Kenya cup that evokes all the pleasures this origin can offer: both deep and high-toned, invitingly sweet and provocatively savory.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/kenya-tuikit-factory-aa/,NA,NA
Hula Daddy Kona Coffee,Karen J Kona Red Bourbon,94,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,58/80,$45.95/8 ounces (currently on sale for $36.76),May 2020,9,9,9,9,8," Hula Daddy Kona Coffee  -  Blind Assessment: Crisply fruit-centered, floral-toned. Mango, cocoa nib, lilac, honey, Meyer lemon in aroma and cup. Sweet-toned structure with lush, elegant acidity; crisply viscous mouthfeel. Balanced, layered finish.  -  Notes: This coffee tied for the third-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Produced entirely from trees of the Red Bourbon variety of Arabica and grown on Hula Daddy’s higher elevation farm. This presentation is named for co-owner Karen Paterson, whose middle name is Jue and whose favorite coffee is the Red Bourbon. Hula Daddy is a boutique coffee producer with farms at the 1,400 and 2,500 foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. Visit www.huladaddy.com or call 888-553-2339 for more information.  -  The Bottom Line: We taste this coffee year-in and year-out, and it never fails to satisfy. This may be Kona’s version of a reliable non-vintage Champagne: consistently delicious.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/karen-j-kona-red-bourbon/,NA,NA
Klatch Coffee,Abu Natural Panama Geisha,94,"Los Angeles, California","Boquete, Panama",Medium-Light,58/78,$34.95/6 ounces,May 2020,9,9,9,9,8," Klatch Coffee  -  Blind Assessment: Deeply fruit-toned, richly chocolaty. Candied papaya, black cherry, dark chocolate, honeysuckle, agave syrup in aroma and cup. Tart-leaning structure with high-toned, fruity acidity; smooth, gently tannic mouthfeel. The finish centers on dark chocolate and black cherry.  -  Notes: This coffee tied for third-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Produced by José Guillermo Luttrell Pretto, Jr., of Abu Coffee entirely of the Geisha variety of Arabica and processed by the natural method (dried in the whole fruit).

Klatch Coffee is an award-winning small-batch roasting company in the Los Angeles area whose resident barista and trainer, Heather Perry, won both the 2003 and 2007 United States Barista Championships brewing a Klatch Coffee espresso blend. Visit www.klatchroasting.com or call 877-455-2824 for more information.  -  The Bottom Line: A dessert-like natural-processed Panama Geisha cup, all fruit and flowers and chocolate, heady in its aromatic and flavor intensity.   -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/abu-natural-panama-geisha/,NA,NA
Cloud City Coffee,Sumatra Lintong Triple-Picked Reserve,93,"Seattle, Washington","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,52/72,$18.00/12 ounces,May 2020,9,8,9,9,8," Cloud City Coffee  -  Blind Assessment: Sweetly and richly earth-toned. Black currant, cocoa powder, fresh humus, malt, magnolia in aroma and cup. Sweet-savory structure with gentle, round acidity; very smooth, satiny mouthfeel. The resonant finish centers on cocoa and sweet earth notes.  -  Notes: This coffee tied for the fourth-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a particularly refined example of the type. Cloud City Coffee is a specialty roaster and coffee shop founded in 2002 by roaster Jill Killen. Visit www.cloudcitycoffeeroasting.com.  -  The Bottom Line: A classic Sumatra: sweetly pungent fruit, fresh earth and dry, chocolaty
grace notes.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/sumatra-lintong-triple-picked-reserve/,NA,NA
modcup coffee,Colombia Finca Las Margaritas Natural Sudan Rume,94,"Jersey City, New Jersey","Valle del Cauca growing region, Colombia",Medium-Light,55/73,$30.00/6 ounces,May 2020,8,9,9,9,8," modcup coffee  -  Blind Assessment: Sweetly fermenty, wine-toned. Lychee, dried raspberry, grappa, dark chocolate fudge, lily in aroma and cup. Sweetly tart structure with crisp, citrusy acidity; delicate, silky-smooth mouthfeel. Finish consolidates to notes of dried raspberry, grappa and dark chocolate.  -  Notes: This coffee tied for the third-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Comprised entirely of beans from the rare Sudan Rume, a presumably very old variety of Arabica originally selected from wild trees growing on the Boma Plateau of Sudan, close to the border with Ethiopia. Produced by Rigoberto Herrera at Granja La Esperanza in Colombia and processed by the dried-in-the-fruit, or natural, method. modcup coffee, founded in 2013, focuses on fresh roasting and distinctive natural-processed coffees. Visit https://modcup.com for more information.  -  The Bottom Line: Intensely sweet, boldly fermenty, soothingly seductive with its winy aromas and flavors.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/colombia-finca-las-margaritas-natural-sudan-rume/,NA,NA
Paradise Roasters,Ecuador Finca Carolina Sidra,94,"Minneapolis, Minnesota","Pinchincha, Ecuador",Medium-Light,60/78,$29.95/12 ounces,May 2020,9,9,9,9,8," Paradise Roasters  -  Blind Assessment: Delicate, floral, richly spice-toned. Ginger blossom, cocoa nib, bergamot, molasses, a hint of cardamom in aroma and cup. Sweetly savory structure with juicy, citrusy acidity; viscous, super-satiny mouthfeel. Finish leads with ginger blossom and bergamot with undertones of cardamom.  -  Notes: This coffee tied for the third-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Produced by Fausto Romo at Finca Carolina entirely of the Sidra variety of Arabica and processed by the wet, or washed, process. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.  -  The Bottom Line: An impressive rendition of the rare variety Sidra, recently genetically confirmed as a hybrid of Ethiopian indigenous landrace varieties. It offers here an intoxicating range of sweet, floral, citrus, and spice tones.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/ecuador-finca-carolina-sidra/,NA,NA
The WestBean Coffee Roasters,Ethiopia Konga,93,"San Diego, California","Yirgacheffe growing region, southern Ethiopia",Medium,52/68,$18.00/12 ounces,May 2020,9,9,9,9,8," The WestBean Coffee Roasters  -  Blind Assessment: Crisply sweet, floral- and fruit-toned. Peach, narcissus, almond butter, nougat, cedar in aroma and cup. In structure sweetly and gently tart, with a balanced and roundly bright acidity. Satiny, lively mouthfeel. Peach and flowers linger in the finish.  -  Notes: This coffee tied for the third-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Processed by the classic washed method (fruit skin and pulp are removed before drying). The WestBean is a San Diego-based roastery founded by two friends with a passion for coffee and a determination to bring their customers the highest quality hand-crafted coffee possible. Visit www.thewestbean.com or call 619-709-3232 for more information.  -  The Bottom Line: A sweetly dry medium-roasted washed Ethiopia cup with a juicy, peach-toned heart.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/ethiopia-konga-4/,NA,NA
Plat Coffee Roastery,Gesha Village Single-Variety Gesha Special Selection,94,"Hong Kong, China","Bench-Maji Zone, southern Ethiopia",Medium-Light,58/74,$30.00/8 ounces,May 2020,9,9,9,9,8," Plat Coffee Roastery  -  Blind Assessment: Deeply rich, balanced, fruit- and floral-toned. Tea rose, pomelo, dark chocolate, pie cherry, fresh-cut oak in aroma and cup. Sweet-tart structure with round, fruit-toned acidity; rich, satiny mouthfeel. Tea rose, pie cherry and dark chocolate saturate the resonant finish.  -  Notes: This coffee tied for the third-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. The celebrated Geisha (also spelled Gesha) variety of Arabica first came to the coffee world’s attention growing in Panama. This particular version, however, is the outcome of successful efforts to commercialize Geisha in the region from which it originally came, western Ethiopia, from seed selected from wild trees of the Geisha variety in the nearby Gori Gesha forest. Processed by the natural method (dried in the whole fruit). Plat Coffee is a specialty roaster and café in Hong Kong. For more information, visit www.platcoffee.com.  -  The Bottom Line: A pretty natural-processed Ethiopia Gesha produced at the highly regarded Gesha Village estate, with deep floral and fruit tones in harmonious balance.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/gesha-village-single-variety-gesha-special-selection/,NA,NA
Cafe Grumpy,DR Congo Muungano,93,"Brooklyn, New York","South Kivu, Democratic Republic of the Congo",Medium-Light,56/72,$20.00/12 ounces,May 2020,9,8,9,9,8," Cafe Grumpy  -  Blind Assessment: Richly sweet-tart, earth-toned. Blood orange, pipe tobacco, roasted almond, rhododendron, baking chocolate in aroma and cup. Tart-leaning structure with crisp, green-apple-like (malic) acidity; deep, velvety mouthfeel. The richly drying finish consolidates to blood orange and pipe tobacco.  -  Notes: This coffee tied for the fourth-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Muungano, the name of this cooperative, means “togetherness” in Swahili. One-third of the coop’s members are women, many of whom were widowed by war. Produced entirely from trees of strains of the Bourbon variety of Arabica and processed by the washed method (fruit skin and pulp are removed before drying). Certified organic. An integral part of New York’s coffee renaissance, Brooklyn-based Café Grumpy opened its first café in 2005 and has since expanded to 10 locations in New York, including a roasting facility, and one in Miami. Visit www.cafegrumpy.com or call 718-383-0748 for more information.  -  The Bottom Line: A complexly structured DR Congo cup with high-pitched acidity at one end and deep-dive tobacco notes at the other, nuanced by a throughline of vanilla-like florals.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/dr-congo-muungano/,NA,NA
Durango Coffee Company,Colombian,93,"Durango, Colorado","Valle de Cauca, Colombia",Medium-Light,56/76,$19.95/12 ounces,May 2020,9,8,9,9,8," Durango Coffee Company  -  Blind Assessment: Bold, rich, confident. Strawberry, magnolia, baking chocolate, fresh-cut fir, maple syrup in aroma and cup. Deeply sweet structure with brisk acidity; saturating, satiating mouthfeel. A gentle decrescendo of all cup attributes carries into the pleasing finish.  -  Notes: This coffee tied for the fourth-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Produced by Luis and Rigoberto Herrera at Las Margaritas Farm entirely of the Yellow Bourbon variety of Arabica and processed by the washed or wet method (fruit skin and pulp are removed before drying). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.  -  The Bottom Line: A classic Colombia cup: big-bodied, roundly bright, straight-ahead.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/colombian-5/,NA,NA
Magnolia Coffee,Magnolia Blend,93,"Charlotte, North Carolina",Papua New Guinea; Costa Rica,Medium-Light,54/72,$15.00/12 ounces; $35.00/2 pounds,May 2020,9,8,9,9,8," Magnolia Coffee  -  Blind Assessment: Rich-toned, chocolaty. Dark chocolate, black cherry, gardenia, cedar, toffee in aroma and cup. Sweet-toned structure with brisk acidity; plush, syrupy mouthfeel. Quiet, satisfying finish with notes of dark chocolate and gardenia.  -  Notes: This blend tied for the fourth-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. A blend of washed-process coffees from Papua New Guinea and Costa Rica. Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose motto is “Craft roasted. Truly delicious. Socially conscious.” Magnolia particularly emphasizes community engagement through its Local Beans for Local Good programs.Visit www.magnoliacoffeeco.com or for more information.  -  The Bottom Line: A friendly coffee — balanced, comforting, deeply chocolate-toned with cherryish fruit and a hint of sultry gardenia.  -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/magnolia-blend-2/,NA,NA
Temple Coffee Roasters,Rwanda Gatare Namasheke,93,"Sacramento, California","Namasheke District, Western Province, Rwanda",Medium-Light,60/78,$19.00/12 ounces,May 2020,9,8,9,9,8," Temple Coffee Roasters  -  Blind Assessment: Crisply sweet-tart, floral. Dried apricot, freesia-like flowers, blood orange zest, cocoa nib, brown sugar in aroma and cup. Richly bittersweet structure with gentle, round acidity; full, creamy mouthfeel. The sweet-toned finish leads with dried apricot and cocoa nib in the short , brown sugar in the long.  -  Notes: This coffee tied for the fourth-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Produced by smallholding farmers entirely of the Red Bourbon variety of Arabica and processed by the wet, or washed, method. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.  -  The Bottom Line: A sweet, floral Rwanda cup with pleasing, complex notes of dried stone fruit and cocoa.   -  This review originally appeared in the May, 2020 tasting report: Desert-Island Coffees: What To Drink When You’re Stuck at Home  - ",https://www.coffeereview.com/review/rwanda-gatare-namasheke/,NA,NA
Steady State Roasting Company,Indestec El Paraiso,94,"Carlsbad, California","Cauca, Colombia",Medium-Light,58/74,$29.00/12 ounces,May 2020,9,9,9,9,8," Steady State Roasting Company  -  Blind Assessment: Rich-toned, fruit-forward, sweetly tart. Pineapple, violet, cocoa nib, cedar, a hint of thyme in aroma and cup. Sweetly tart structure with vivid acidity; full, viscous mouthfeel.The fruit-toned finish leads with pineapple notes in the short, rounding to cocoa tones in the long.  -  Notes: Produced by Diego Samuel entirely of the Castillo variety, and processed by the wet, or washed, method. Steady State Roasting is an award-winning small-batch roastery dedicated to the craft and care of providing specialty coffee. The company takes pride in sourcing unique, high-quality coffee direct from farmers so that customers can enjoy fine coffee at home or in the Steady State tasting room in downtown Carlsbad, California. Visit www.steadystateroasting.com for more information.  -  The Bottom Line: A washed-process Colombia driven by notes of tropical fruit, with an especially exhilarating acidity.  - ",https://www.coffeereview.com/review/indestec-el-paraiso/,NA,NA
Steady State Roasting Company,Monteblanco Cold Fermentation Geisha,94,"Carlsbad, California","Huila, Colombia",Medium-Light,57/73,$29.00/12 ounces,May 2020,9,9,9,9,8," Steady State Roasting Company  -  Blind Assessment: Intensely aromatic, sweet-savory. Dried peach, star jasmine, hop flowers, fresh uncut oak, almond butter in aroma and cup. High-toned, sweet-savory structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The crisp, resonant finish centers around notes of dried peach and jasmine.  -  Notes: Produced by Rodrigo Sanchez at Finca Monteblanco entirely of the celebrated Gesha (also spelled Geisha) variety of Arabica and processed by a cold fermentation method. High-sugar ripe coffee fruit is fermented in refrigerated tanks for three days before drying. Steady State Roasting is an award-winning small-batch roastery dedicated to the craft and care of providing specialty coffee. The company takes pride in sourcing unique, high-quality coffee direct from farmers so that customers can enjoy fine coffee at home or in the Steady State tasting room in downtown Carlsbad, California. Visit www.steadystateroasting.com for more information.  -  The Bottom Line: A bright, exciting Colombia Geisha with concentrated stone fruit and both sweet and savory floral notes in aroma and throughout the profile.  - ",https://www.coffeereview.com/review/monteblanco-cold-fermentation-geisha/,NA,NA
