,score,roaster,title,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,blind_assessment,notes,bottom_line
0,93,Bird Rock Coffee Roasters,Tigesit Waqa,"San Diego, California","Yirgacheffe growing region, south-Central Ethiopia",Medium-Light,56/74,$20.00/12 ounces,"Richly fruit-forward, chocolate-toned. Dried blueberry, chocolate fudge, gardenia, cashew, orange zest in aroma and cup. Deeply sweet with fruity acidity; plush, creamy mouthfeel. Chocolaty finish with blueberry and orange complication.",Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in their respective regions. This is a dry-processed or “natural” version (coffee is dried inside the entire fruit). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit," Concentrated, berry-driven natural Ethiopia with deep, enveloping chocolate notes. "
0,94,Small Eyes Cafe,Kenya AA FAQ,"Yilan, Taiwan",Kenya,Medium-Light,60/77,NT $330/200 grams,"Richly floral, deeply chocolaty. Wisteria, dark chocolate, red currant, cedar, molasses in aroma and cup. Crisp, sweetly tart structure with vibrant, juicy acidity; plush, viscous mouthfeel. The quiet finish centers on notes of chocolate, wisteria and cedar.","Produced from trees of the SL28 and SL34 varieties of Arabica. Small Eyes Café is a small, family-owned coffee shop in Yilan, Taiwan, specializing in artisanally roasted specialty coffee and homemade desserts. Visit https://www.facebook.com/Smalleyescafe for more information."," A big, floral Kenya cup with deep chocolate notes throughout and a particularly engaging, lively acidity."
0,94,Hula Daddy Kona Coffee,Holiday Coffee,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,54/74,$39.95/8 ounces,"Sweet-toned with a distinct lactic tang. Dried mango, fermenty tangerine, fresh yogurt, narcissus, Nutella in aroma and cup. Savory-sweet structure with lactic-leaning acidity; smooth, satiny mouthfeel. The long, sweet finish consolidates around notes of Nutella and tangerine.","A blend of coffees from the Hula Daddy farm, a boutique coffee producer with farms at the 1,400- and 2,500-foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. The coffees in this blend were produced at the higher elevation Hula Daddy farm. Visit"," An enigmatic blend of coffees, one or more of which were clearly processed using experimental methods, netting an entertaining and unique cup with aromas redolent of holiday associations."
0,93,JBC Coffee Roasters,La Union,"Madison, Wisconsin","Nariño Department, southern Colombia",Medium-Light,56/78,$15.80/12 ounces,"Balanced, cocoa-toned. Cocoa nib, crisp pear, grapefruit zest, oak, magnolia in aroma and cup. Sweet-toned structure with brisk acidity; full, syrupy mouthfeel. The cocoa-forward finish is complicated by notes of grapefruit zest and magnolia.","Produced by smallholding members of the FUDAM Association of southern Colombia from trees of the Castillo, Caturra and Colombia varieties of Arabica. Processed by the washed method (fruit skin and pulp are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit"," A classic southern Colombia cup carried by delicate cocoa and citrus notes and an especially attractive, quite syrupy, mouthfeel."
0,93,JBC Coffee Roasters,Kaguyu,"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,60/78,$22.00/12 ounces,"Sweetly tart, deeply aromatic. Red currant, magnolia, brown sugar, cashew butter, lemon verbena in aroma and cup. Sweet-tart structure with gentle, round acidity; very full, syrupy-smooth mouthfeel. The quiet finish leads with notes of red currant and cashew butter.","Produced by members of the INOI Farmers’ Society from trees of the SL28, SL34 and Batian varieties of Arabica. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit"," A complex but balanced, easygoing Kenya with classic red currant notes throughout and a plushly smooth mouthfeel."
0,93,JBC Coffee Roasters,Halo Hartume,"Madison, Wisconsin","Gedeb District, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/80,$18.00/12 ounces,"Richly sweet, floral-toned. Freesia, tangerine zest, plum, cedar, a hint of marjoram in aroma and cup. Sweet in structure with high-toned, citrusy acidity; full, satiny-smooth mouthfeel. The savory-sweet finish leads with sweet herb notes followed by spicy florals.","Yirgacheffe coffees like this one are largely produced from traditional Ethiopian landrace varieties of Arabica long grown in the region. A wet-processed or “washed” coffee version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit"," A nuanced, spice-toned cup centered around floral and citrus notes with undertones of sweet garden herbs."
0,94,Red Rooster Coffee Roaster,Ethiopia Dur Feres Natural,"Floyd, Virginia","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/78,$18.99/12 ounces,"Gently fruit-toned, crisply sweet. Blueberry, honeysuckle, hazelnut, lemon zest, caramel in aroma and cup. Sweet-toned structure with juicy acidity; full, satiny-smooth mouthfeel. The finish consolidates to blueberry and caramel.","Dur Feres, which means ""wild horse,"" is a blend of green coffees from several southern Ethiopian wet mills or washing stations, including Bombe, Qonqona, Shantawene, and Damo, all processed by the natural method (coffee is dried in the whole fruit). Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee, high-quality coffee. Visit"," A cleanly berry-forward natural Ethiopia cup with sweet floral and deep caramel undertones, enticingly vibrant and rich."
0,92,Three Keys Coffee,Ethiopia “Ear Candy” Uraga Guji,"Houston, Texas","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,60/74,$20/12 ounces,"High-toned, crisply sweet-tart. Dried apricot, dark chocolate, rhododendron, cedar, almond in aroma and cup. Sweetly tart with pert acidity; velvety mouthfeel. The fruit-toned finish supported by notes of cedar and dark chocolate.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Founded in 2019, Three Keys is a craft coffee roastery in Houston, Texas. The name is inspired by the valves of the trumpet, which has been the instrument of choice for some of the most influential jazz musicians and composers. Similarly, Three Keys Coffee speaks a language that’s sophisticated yet accessible to everyone who’s willing to slow down and share a cup. Visit ", A gently fruit-centered natural-process Ethiopia with deep chocolate and aromatic wood notes throughout.
0,92,Three Keys Coffee,“Double A Train” Kenya Kabunyeria AA,"Houston, Texas","Kericho County, Rift Valley region, Kenya",Medium-Light,55/73,$20.00/12 ounces,"Deeply sweet, caramel-toned. Magnolia, caramel, green apple, lemon zest, baking chocolate in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The quiet finish centers around baking chocolate and lemon zest.","AA is the highest grade of Kenya coffee based on bean size and freedom from physical imperfections. Founded in 2019, Three Keys is a craft coffee roastery in Houston, Texas. The name is inspired by the valves of the trumpet, which has been the instrument of choice for some of the most influential jazz musicians and composers. Similarly, Three Keys Coffee speaks a language that’s sophisticated yet accessible to everyone who’s willing to slow down and share a cup. Visit "," A friendly, balanced Kenya cup, caramelly and floral-toned."
0,94,Difference Coffee,Esmeralda Estate Panama Geisha,"London, England","Boquete growing region, western Panama",,0/0,£45/10 capsules,"Evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Richly aromatic, floral and balanced. Jasmine, orange zest, baking chocolate, pear, cedar in aroma and small cup. Silky-smooth mouthfeel. Crisp finish leads with notes of jasmine and orange zest, with undertones of baking chocolate throughout. Chocolate notes deepen in three parts milk, as do sweet florals.","One of the world’s most celebrated coffees presented in a Nespresso-compatible capsule. Geisha (also Gesha) continues to be one of the world’s most celebrated and sought-after coffee varieties, and the Hacienda La Esmeralda Geishas remain among the most authentic. This is a wet-processed or “washed” version (fruit skin and pulp are removed before drying). Difference Coffee aims to present only the finest of the world’s coffees as determined by green coffee competitions and other measures of distinction, tactfully roasted and presented in capsules compatible with Nespresso capsule brewing systems. For more information visit www.differencecoffee.com."," An elegant, multilayered washed Panama Geisha in Nespresso-compatible format: floral-driven, delicately chocolaty, deep-toned. "
0,94,Paradise Roasters,Taiwan Geisha Honey,"Minneapolis, Minnesota","Alishan, Taiwan",Light,62/80,$64.95/4 ounces,"Delicate, honey- and cocoa-toned. Pomegranate, cocoa nib, violet, pink grapefruit zest, cashew butter in aroma and cup. Sweet-toned structure with balanced, lively acidity; full, syrupy mouthfeel. The pleasing finish leads with pomegranate and cashew butter with undertones of cocoa nib.","Produced by Feng Cheng-lun of Zhou Zhu Yuan Farm entirely from trees of the celebrated Geisha variety of Arabica. Processing starts with the natural, dried-in-the-whole fruit method, but halfway through the drying the coffee is pulped and drying is finished as in the honey method, with some fruit flesh left on the beans. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit"," A delicately sweet, floral- and fruit-toned Taiwan Geisha, available for the first time in the U.S. market from Paradise Roasters."
0,95,Bird Rock Coffee Roasters,Camilina Geisha,"San Diego, California","Piedra Candela, Chiriqui Province, western Panama",Medium-Light,60/78,$85.00/6 ounces,"Delicately fruit-forward, multi-layered, complex. Dark chocolate, blackberry jam, macadamia nut, honey, sandalwood in aroma and cup. Sweet-savory structure with winy acidity; very full, syrupy-smooth mouthfeel. Fruit-toned finish with deep, lasting chocolate undertones. ",Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by farmer Roberto Brenes of Finca La Aurora. The Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Processed by the natural method (dried in the whole fruit). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit," A delicately intense natural-processed Panama Geisha cup: exciting, unique, aromatically compelling."
0,95,PT's Coffee Roasting Co.,Hacienda La Esmeralda Buenos Aires Geisha Natural,"Topeka, Kansas","Jaramillo, Panama",Medium-Light,54/70,$65.00/8 ounces,"High-toned, crisply sweet-tart. Pink grapefruit zest, cocoa nib, tamarind, amber, grape candy in aroma and cup. Sweet-tart structure with tart-leaning, lively acidity; syrupy-smooth mouthfeel. The flavor-saturated finish resonates with all of the notes from the cup. ",Coffee from trees of the botanical variety Geisha (also Gesha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. Processed by the natural method (dried in the whole fruit). ," Balanced, citrusy, deeply cocoa-toned, and engagingly tart leaning, with very juicy, bright acidity."
0,93,Big Shoulders Coffee,Kenya Kirinyaga Peaberry,"Chicago, Illinois","Kirinyaga County, south-central Kenya",Medium-Light,58/70,$22.00/12 ounces,"Richly sweet-tart, chocolaty. Tangerine, dark chocolate, almond butter, freesia-like flowers, a hint of marjoram in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, satiny mouthfeel.The finish consolidates to suggestions of chocolate and tangerine.","Produced from trees of the SL28, SL34, Ruiru 11 and Batian varieties of Arabica. Processed by a particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-846-1439 for more information."," A juicy, rich-toned Kenya with bright citrus notes and dark chocolate throughout."
0,94,Singsun Coffee,Ethiopia Sidama Bona Washed G1,"Hsinchu, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,58/78,$29.00/8 ounces,"Sweetly pungent, complex. Apricot, cocoa nib, narcissus, cedar, almond butter in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, syrupy mouthfeel. The cocoa-driven finish is supported by notes of dried stone fruit and spicy-sweet florals.","Southern Ethiopia coffees like this one are produced from traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp removed before drying). Singsun Coffee is an artisanal coffee shop in Hsinchu, Taiwan operated by roastmaster Peng Shuai. Visit","  This classic washed Ethiopia cup offers vibrant acidity and lively aromatics across a range of floral, fruit and cocoa notes."
0,93,Singsun Coffee,Ethiopia Sidama Bona Sweet Natural G1,"Hsinchu, Taiwan","idamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,55/73,$31.00/8 ounces,"Chocolaty and fruit-centered. Dark chocolate, blueberry, jasmine, lemongrass, a hint of brandy in aroma and cup. Sweet-toned structure with gentle, round acidity; syrupy-smooth mouthfeel. Chocolate and flowers, in particular, carry into a resonant finish.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in their respective regions. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Singsun Coffee is an artisanal coffee shop in Hsinchu, Taiwan operated by roastmaster Peng Shuai. Visit"," A lush, deeply fruit-toned, sweetly fermenty natural Ethiopia cup."
0,91,MT49 Cafe,Ethiopia Nectar Natural,"Taichung City, Taiwan","Djimma, Ethiopia",Medium,52/68,$10.00/12 ounces,"Deep-toned, sweetly fermenty. Dark chocolate, papaya, fresh-cut fir, grappa, agave syrup in aroma and cup. Sweet structure with brisk acidity; lightly satiny mouthfeel. Richly sweet, gently drying in the finish.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in their respective regions. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. MT49 Cafe is a specialty coffee shop and bakery in Taichung City, Taiwan. Visit "," A pleasantly wood-framed, intentionally fermenty and fruit-toned Ethiopia cup."
0,94,El Gran Café ,Finca Santa Isabel,"Antigua, Guatemala","Cobán growing region, Alta Verapaz, Guatemala",Medium-Light,55/73,$13.00/12 ounces,"Beautifully balanced, fruit-forward. Cherry, orange zest, cocoa nib, cedar, agave syrup in aroma and cup. Sweetly tart, with juicy acidity; plush, buoyant mouthfeel. Long, layered finish with pretty cherry and cocoa nib notes.","Produced by Luis Wicho Valdes of Finca Santa Isabel exclusively from trees of the Caturra variety of Arabica and processed by the washed method. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit "," A resonant, flavor-saturated Guatemala cup with especially bright, engaging acidity; exquisitely balanced."
0,94,El Gran Café,Finca San Carlos,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,56/72,$13.00/12 ounces,"Richly sweet, nuanced, multi-layered. Apricot, star jasmine, cocoa nib, cashew, oak in aroma and cup. Sweet-savory structure with delicate acidity; full, lightly syrupy mouthfeel. Rich, long, cocoa-toned finish.","Produced at Beneficio La Esperanza assisted by the team from Finca San Carlos from trees of the Bourbon and Catuai varieties of Arabica and processed by the washed method. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit "," A rich-toned, resonant, complex Guatemala cup, sweetly fruit- and floral-toned."
0,93,El Gran Café,Finca El Pintado,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,56/76,$16.50/12 ounces,"Crisply sweet, quietly resonant. Wisteria, apricot, pistachio, molasses, oak in aroma and cup. Sweetly tart, savory-edged structure with round acidity; full, syrupy mouthfeel. The persistent finish consolidates to notes of molasses and pistachio.","Produced at Finca El Pintado from trees of the Bourbon and Geisha varieties of Arabica and processed by the washed method. Certified USDA Organic. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit "," A complex, rich-toned Guatemala cup with pretty floral and stone fruit notes supported by sweet, pistachio-like nut tones."
0,92,El Gran Café,La Esperanza Villa Sarchi,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium,52/68,$16.50/12 ounces,"Crisply sweet, high-toned, straightforward. Cocoa powder, lime zest, fresh-cut fir, freesia-like flowers, walnut in aroma and cup. Quietly tart structure with round, gently brisk acidity; lightly satiny mouthfeel. The rich-toned finish consolidates to notes of cocoa powder and walnut with hints of flowers.","Produced at Beneficio La Esperanza exclusively from trees of the Villa Sarchi variety of Arabica and processed by the washed method. Certified USDA Organic. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit "," A friendly, accessible cocoa-framed Guatemala cup with suggestions of citrus and spicy florals throughout."
0,90,El Gran Café,La Esperanza Borbón,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,54/72,$16.50/12 ounces,"Crisply sweet-tart, balanced. Plum, cocoa nib, almond, violet, elm in aroma and cup. Sweet-tart structure with brisk acidity; satiny-smooth mouthfeel. Gently drying, cocoa- and nut-toned finish with elm undertones.","Produced at Beneficio La Esperanza exclusively from trees of the Bourbon variety of Arabica and processed by the washed method. Certified USDA Organic. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit "," A sweet, tart, pleasantly wood-framed Guatemala cup with notes of stone fruit and delicate florals."
0,89,El Gran Café,The Aurora Project,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,52/70,$10.00/12 ounces,"Crisply sweet, balanced. Cocoa nib, almond, red grape, cedar, a hint of magnolia in aroma and cup. Sweet structure with pert acidity; satiny-smooth mouthfeel. The gently drying finish centers around sweet nut and red grape notes with cedar undertones.","Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Catuai varieties of Arabica and processed by the washed method. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit "," Balanced, crisp, perky: a friendly, sweet Guatemala cup."
0,86,El Gran Café,5a Sur,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium,50/68,$5.00/12 ounces,"Sweetly nut- and cocoa-toned. Hazelnut, cocoa powder, magnolia, cedar, golden raisin in aroma and cup. Sweet structure with brisk acidity; velvety mouthfeel. The nut-toned finish is supported by hints of cocoa powder and cedar. ","Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Catuai varieties of Arabica and processed by the washed method. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit "," An accessible, sweetly nutty and cocoa-driven Guatemala cup."
0,86,El Gran Café,5a Poniente,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Dark,42/56,$5.00/12 ounces,"Chocolaty, sweetly smoky. Dark chocolate, scorched mesquite, lily, raisin, hazelnut in aroma and cup. Bittersweet structure with gentle acidity; crisp, light mouthfeel. Bittersweet finish with notes of chocolate and scorched mesquite.","Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Catuai varieties of Arabica and processed by the washed method. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit ", A classic dark roast Guatemala cup with barely perceptible acidity and nice chocolate and nut tones; ideal with a splash of milk.
0,94,Kakalove Cafe,2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,"Chia-Yi, Taiwan","Chiriqui, Boquete growing region, western Panama",Medium-Light,58/74,NT $750/4 ounces,"Harmoniously sweet-tart-savory. Dark chocolate, pomegranate, shiitake  mushroom, jasmine, sandalwood in aroma and cup. Sweet-savory structure with vibrant, high-toned acidity; full, syrupy-smooth mouthfeel. The finish is a sweet-savory duet of dark chocolate and shiitake mushroom notes.",Produced from trees of the Geisha variety of arabica and ," An inviting, enigmatic Panama cup, experimentally processed, that rewards with umami richness as well as classic sweet-tart impulses."
0,93,SkyTop Coffee,Ethiopia Guji 1 Natural Hambela Lot 215,"Manlius, New York","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,60/74,$18.00/12 ounces,"Delicately sweet, berry-toned. Strawberry coulis, cocoa nib, freesia-like flowers, hazelnut, cedar in aroma and cup. Sweet structure with brisk acidity; crisp, satiny mouthfeel. Cocoa-toned finish with quiet strawberry notes carrying into the long.","Produced at Hambela Estate, operated by exporter METAD, which also oversees the only privately-owned quality-control laboratory in Ethiopia that carries Specialty Coffee Association (SCA) certification. Processed by the natural method (dried in the whole fruit). SkyTop Coffee is a USDA certified-organic specialty coffee roaster based in Manlius, New York. For more information, visit"," A clean, delicate natural-processed Ethiopia cup, balanced and cocoa-toned with hints of spicy florals throughout."
0,92,Temple Coffee Roasters,Honduras Sergio Romero Single-Origin Espresso,"Sacramento, California","Corquin, Honduras",Medium,51/69,$19.00/12 ounces,"Evaluated as espresso. Fruit-centered, sweetly nut-toned. Dried apricot, cashew butter, freesia-like flowers, molasses, oak in aroma and small cup. Full, velvety mouthfeel; crisp, gently drying, nut-framed finish. Flowers, apricot and cashew carry with layered resonance into three parts milk.","Produced by Sergio Romero of La Lesquinada Farm exclusively from trees of the Paraneima variety of Arabica and processed by the natural method. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit"," A single-origin, natural processed coffee from Honduras, roasted for espresso to highlight spicy floral and deep nut and dried fruit tones."
0,92,Temple Coffee Roasters,Kenya Giakanja,"Sacramento, California","Nyeri County, Kenya",Medium-Light,55/72,$23.50/12 ounces,"Chocolaty, richly sweet. Dark chocolate, date, hazelnut, cedar, agave syrup in aroma and cup. Sweet-toned structure with vibrant acidity; satiny-smooth mouthfeel. The finish centers around notes of dark chocolate and hazelnut with cedar undertones.","Produced by members of the Giakanja Coffee Farmers Society at the Giakanja Coffee Factory (wet mill) from trees of the SL28, SL34, Ruiru 11 and Batian varieties of Arabica. Processed by the washed method. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit"," A deep-toned, rich, chocolaty Kenya cup with a balanced structure and round acidity."
0,94,RamsHead Coffee Roasters,Ethiopia Yirgacheffe G1 Natural Asfaw Maru,"Bozeman, Montana","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/70,$16.95/12 ounces,"Fruit-forward, richly sweet. Berry melange (blueberry, raspberry, blackberry), chocolate fudge, sandalwood, molasses, narcissus-like flowers in aroma and cup. Sweet-toned structure with juicy acidity; creamy, viscous mouthfeel. The resonant finish centers around notes of chocolate fudge and blueberry.","Produced by farmer Asfaw Maru on his small farm in the Yirgacheffe growing region and processed by the natural method. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker. RamsHead specializes in direct trade microlot coffees. For more information, visit", A dessert-like fruit bomb of a coffee with deep chocolate and enticing sandalwood notes throughout.
0,92,RamsHead Coffee Roasters,Costa Rica Termico,"Bozeman, Montana","Tarrazu growing region, Costa Rica",Medium-Light,54/72,$22.95/12 ounces,"Crisply fruit-toned, richly sweet-savory. Grape candy, sassafras, almond, gardenia, agave syrup in aroma and cup. Bittersweet structure with gentle, round acidity; velvety mouthfeel. The sweet-savory finish is characterized by notes of grape candy, sassafras and almond.","Produced by Don Luis Campos of Cordillera del Fuego and processed by the “thermic” method, in which beans, with skins removed, are heated with some of the fruit flesh or mucilage still adhering to them. The exposure to heat starts to break down the natural sugars of the mucilage, partially caramelizing it. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker. RamsHead specializes in direct trade microlot coffees. For more information, visit", A fruit-forward Costa Rica cup with savory undertones contributing balance and depth.
0,91,Tug Hill Artisan Roasters,Finca El Jardin Guatemala,"Castorland, New York","Fraijanes growing region, Guatemala",Medium,47/61,$13.00/10 ounces,"Chocolate-toned, richly sweet-savory. Dark chocolate, hop flowers, black cherry, singed oak, maple syrup in aroma and cup. Bittersweet structure with gentle, round acidity; velvety mouthfeel. The crisp, quiet finish consolidates to cocoa-toned, pleasantly smoky oak with a hint of black cherry.","Produced by Pablo del Cid entirely from trees of the bold-beaned Pacamara variety of Arabica and processed by the washed method. Tug Hill Artisan Roasters is a specialty coffee roaster based in Castorland, New York. Visit "," A solid Pacamara cup with savory undertones characteristic of this variety, nicely developed in the roast to encourage chocolate notes."
0,94,Paradise Roasters,Hawai’i Puna Anaerobic Washed,"Minneapolis, Minnesota","Puna growing region, Big Island of Hawai’i",Medium-Light,58/76,$19.95/4 ounces,"Fruit- and honey-toned, richly sweet-tart. Lychee, tamarind, cocoa nib, hop flowers, almond brittle in aroma and cup. Sweetly tart structure with bright, juicy acidity; viscous, syrupy mouthfeel. Fruit-forward finish with honey and cocoa undertones.","Produced by Jim Chestnut and Edna Arakawa of Arakawa Estate from trees of the Caturra and Typica varieties of Arabica and processed by the anaerobic washed method with the addition of wine yeasts. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit"," An unusual, exciting anaerobic-processed coffee that is all fruit and honey, with especially high-toned acidity."
0,94,Kakalove Cafe,Ethiopia Natural Guji Kercha Lot Riverside,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/78,NT $275/8 ounces,"Delicate, sweetly fruit-toned, complex. Dried persimmon, nougat, lilac, dark chocolate, a hint of spearmint in aroma and cup. Sweetly tart structure with wine-like acidity; satiny, viscous mouthfeel. The chocolaty finish is supported by notes of persimmon and nougat.",Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit," The mint and persimmon suggest autumn in a cup: a richly sweet natural-processed Ethiopia, cleanly fruit-centered, with deep chocolate and spearmint suggestions."
0,94,Kakalove Cafe,Costa Rica Yellow Honey Lot Kinka Bear,"Chia-Yi, Taiwan",Costa Rica,Medium-Light,52/70,NT $250/8 ounces,"Evaluated as espresso. Crisply sweet-tart, bright and juicy. Pomegranate, tangerine zest, dark chocolate, hazelnut butter, sandalwood in aroma and small cup. Full, syrupy mouthfeel; crisply sweet finish with notes of dark chocolate and tangerine zest. In three parts milk both chocolate and citrus notes are lifted and enlivened.","Processed by the yellow honey method. With all honey processing methods, some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. In the yellow honey variation, a thin layer of pulp is allowed to dry on the beans, more than with white honey, but less than is the case with red or black honey. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit"," A fine Costa Rica coffee roasted for espresso: tart and high-toned in the straight shot, chocolaty and citrusy in milk."
